name,ndex,category,bio,type1,type2
Raikou,0243,Thunder,"[NAME] embodies the speed of lightning. The roars of
this Pokémon send shock waves shuddering through the
air and shake the ground as if lightning bolts had come
crashing down.",Electric,
Metagross,0376,Iron Leg,"[NAME] is the result of the fusion of two
Metang. This Pokémon defeats its opponents
through use of its supercomputer-level brain.",Steel,Psychic
Kricketune,0402,Cricket,"It uses its cutlass-like arms to produce sound, the melody of
which varies from individual to individual. It is a worthwhile
endeavor to seek out one's favorite tunes.",Bug,
Togekiss,0468,Jubilee,"Scant few have ever sighted this Pokémon. After studying what
literature remains, I am certain [NAME] will reveal itself when
peace reigns in the land.",Fairy,Flying
Wobbuffet,0202,Patient,"To keep its pitch-black tail hidden, it lives quietly
in the darkness. It is never first to attack.",Psychic,
Wailmer,0320,Ball Whale,"When it sucks in a large volume of seawater,
it becomes like a big, bouncy ball. It eats a ton
of food daily.",Water,
Drednaw,0834,Bite,"This Pokémon rapidly extends its retractable neck
to sink its sharp fangs into distant enemies and
take them down.",Water,Rock
Breloom,0286,Mushroom,"The seeds ringing [NAME]’s tail are made of hardened toxic
spores. It is horrible to eat the seeds. Just taking a bite of this
Pokémon’s seed will cause your stomach to rumble.",Grass,Fighting
Grafaiai,0945,Toxic Monkey,"Each [NAME] paints its own individual pattern, and it will paint that same pattern over and over again throughout its life.",Poison,Normal
Sirfetch'd,0865,Wild Duck,"After deflecting attacks with its hard leaf shield,
it strikes back with its sharp leek stalk. The leek
stalk is both weapon and food.",Fighting,
Gengar,0094,Shadow,"Possesses potential victims' shadows in an effort to steal away
the victims' lives. If your shadow begins to laugh, you must take
hold of a protective charm posthaste!",Ghost,Poison
Magneton,0082,Magnet,"Three Magnemite gathered to evolve into this Pokémon.
The source of much vexation on my part, as its powerful
magnetism destroys my research equipment.",Electric,Steel
Simisage,0512,Thorn Monkey,"Ill tempered, it fights by swinging its barbed tail
around wildly. The leaf growing on its head is
very bitter.",Grass,
Arctozolt,0881,Fossil,"This Pokémon lived on prehistoric seashores and
was able to preserve food with the ice on its
body. It went extinct because it moved so slowly.",Electric,Ice
Tentacool,0072,Jellyfish,"They fire beams from the glassy, magenta orbs that resemble
eyes atop their heads, and they drift in shallow seas. During low
tide, they can sometimes be found on beaches, desiccated.",Water,Poison
Banette,0354,Marionette,"Resentment at being cast off made it spring into
being. Some say that treating it well will satisfy
it, and it will once more become a stuffed toy.",Ghost,
Toxel,0848,Baby,"It manipulates the chemical makeup of its poison
to produce electricity. The voltage is weak, but it
can cause a tingling paralysis.",Electric,Poison
Bagon,0371,Rock Head,"[NAME] is a solitary Pokémon that doesn’t form
groups with others of its kind. It also has a head
hard enough to cleave a boulder in one strike.",Dragon,
Bombirdier,0962,Item Drop,"[NAME] uses the apron on its chest to bundle up food, which it carries back to its nest. It enjoys dropping things that make loud noises.",Flying,Dark
Passimian,0766,Teamwork,"[NAME] live in groups of about 20, with
each member performing an assigned role.
Through cooperation, the group survives.",Fighting,
Bibarel,0400,Beaver,"[NAME] fur repels water and is also a fantastic material for heat
retention. These Pokémon create dams on rivers to live in.",Normal,Water
Poipole,0803,Poison Pin,"An Ultra Beast that lives in a different world, it
cackles wildly as it sprays its opponents with
poison from the needles on its head.",Poison,
Exeggutor,0103,Coconut,"When they work together, [NAME]’s three
heads can put out powerful psychic energy.
Cloudy days make this Pokémon sluggish.",Grass,Psychic
Seaking,0119,Goldfish,"Using its horn, it bores holes in riverbed
boulders, making nests to prevent its eggs from
washing away.",Water,
Pikachu,0025,Mouse,"Possesses cheek sacs in which it stores electricity. This clever
forest-dweller roasts tough berries with an electric shock before
consuming them.",Electric,
Skwovet,0819,Cheeky,"It eats berries nonstop—a habit that has made
it more resilient than it looks. It’ll show up on
farms, searching for yet more berries.",Normal,
Brionne,0729,Pop Star,"On nights when the sea is calm, [NAME] dance
with one another to the singing of the Primarina
that’s leading them.",Water,
Articuno,0144,{{tt|Freeze|Articuno}},"This Pokémon can control ice at will. [NAME]
is said to live in snowy mountains riddled
with permafrost.",Ice,Flying
Bellsprout,0069,Flower,"Prefers hot and humid places. It ensnares
tiny bugs with its vines and devours them.",Grass,Poison
Rockruff,0744,Puppy,"This Pokémon intimidates opponents by striking
the ground with the rocks on its neck. The
moment an opponent flinches, [NAME] attacks.",Rock,
Clobbopus,0852,Tantrum,"Its tentacles tear off easily, but it isn’t alarmed
when that happens—it knows they’ll grow back.
It’s about as smart as a three-year-old.",Fighting,
Sudowoodo,0185,Imitation,"Though it pretends to be a tree, it fails to fool even children.
To the touch, its body feels more like rock than tree bark.
[NAME]'s extreme aversion to water merits special note.",Rock,
Ledian,0166,Five Star,"It flies through the night sky, sprinkling sparkly
dust. According to some, if that dust sticks to
you, good things will happen to you.",Bug,Flying
Vanillite,0582,Fresh Snow,"Supposedly, this Pokémon was born from an
icicle. It spews out freezing air at −58 degrees
Fahrenheit to make itself more comfortable.",Ice,
Chimecho,0358,Wind Chime,"Can emit waves of air powerful enough to knock out prey taller
than itself. I hypothesize that it amplifies the faint sound of wind
within its body.",Psychic,
Diggersby,0660,Digging,"The fur on its belly retains heat exceptionally
well. People used to make heavy winter clothing
from fur shed by this Pokémon.",Normal,Ground
Smoliv,0928,Olive,"This Pokémon converts nutrients into oil, which it stores in the fruit on its head. It can easily go a whole week without eating or drinking.",Grass,Normal
Cottonee,0546,Cotton Puff,"Weaving together the cotton of both [NAME]
and Eldegoss produces exquisite cloth that’s
highly prized by many luxury brands.",Grass,Fairy
Seel,0086,Sea Lion,"Loves freezing-cold conditions.
Relishes swimming in a frigid climate
of around 14 degrees Fahrenheit.",Water,
Dialga,0483,Temporal,"This Pokémon is revered as a deity in Hisuian legend. The birth
of [NAME] was what caused the vast river of time to begin
flowing in our world.",Steel,Dragon
Corsola,0222,Coral,"These Pokémon live in warm seas.
In prehistoric times, many lived in the
oceans around the Galar region as well.",Water,Rock
Eelektrik,0603,EleFish,"These Pokémon have a big appetite. When they
spot their prey, they attack it and paralyze it
with electricity.",Electric,
Ralts,0280,Feeling,"Tends to prefer people with a chipper disposition to those who
are gloomy, but it has shown no discrimination with regard to
age or gender. Needs more research.",Psychic,Fairy
Zapdos,0145,{{tt|Electric|Zapdos}},"[NAME] is a legendary bird Pokémon. It’s said
that when [NAME] rubs its feathers together,
lightning will fall immediately after.",Electric,Flying
Grapploct,0853,Jujitsu,"Searching for an opponent to test its skills
against, it emerges onto land. Once the battle
is over, it returns to the sea.",Fighting,
Kommo-o,0784,Scaly,"Certain ruins have paintings of ancient warriors
wearing armor made of [NAME] scales.",Dragon,Fighting
Pyroar,0668,Royal,"The temperature of its breath is over 10,000
degrees Fahrenheit, but [NAME] doesn’t use it on
its prey. This Pokémon prefers to eat raw meat.",Fire,Normal
Marshtomp,0259,Mud Fish,"[NAME] is much faster at traveling through mud than it is at
swimming. This Pokémon’s hindquarters exhibit obvious
development, giving it the ability to walk on just its hind legs.",Water,Ground
Druddigon,0621,Cave,"[NAME] are vicious and cunning. They take up
residence in nests dug out by other Pokémon,
treating the stolen nests as their own lairs.",Dragon,
Helioptile,0694,Generator,"The sun powers this Pokémon’s electricity
generation. Interruption of that process
stresses [NAME] to the point of weakness.",Electric,Normal
Flittle,0955,Frill,"It spends its time running around wastelands. If anyone steals its beloved berries, it will chase them down and exact its revenge.",Psychic,
Delibird,0225,Delivery,"It has a generous habit of sharing its food with
people and Pokémon, so it’s always scrounging
around for more food.",Ice,Flying
Muk,0089,Sludge,"Smells so awful, it can cause fainting.
Through degeneration of its nose,
it lost its sense of smell.",Poison,
Groudon,0383,Continent,"Through Primal Reversion and with nature’s full power,
it will take back its true form. It can cause magma to
erupt and expand the landmass of the world.",Ground,
Porygon,0137,Virtual,"It has no discernible heartbeat and does not seem to draw
breath, and yet it appears to function without issue. I cannot
even begin to explain this utterly bizarre anomaly.",Normal,
Conkeldurr,0534,Muscular,"When going all out, this Pokémon throws aside
its concrete pillars and leaps at opponents to
pummel them with its fists.",Fighting,
Mr. Rime,0866,Comedian,"Its amusing movements make it very popular.
It releases its psychic power from the pattern
on its belly.",Ice,Psychic
Wailord,0321,Float Whale,"Its immense size is the reason for its popularity.
[NAME] watching is a favorite sightseeing
activity in various parts of the world.",Water,
Beedrill,0015,Poison Bee,"It has three poisonous stingers on its
forelegs and its tail. They are used to jab
its enemy repeatedly.",Bug,Poison
Infernape,0392,Flame,"A tall, hardy Pokémon with a dazzling appearance. It shrouds
itself in flame and battles as if engaged in dance—truly a sight
to behold.",Fire,Fighting
Frillish,0592,Floating,"Legend has it that the residents of a sunken
ancient city changed into these Pokémon.",Water,Ghost
Riolu,0447,Emanation,"Though infantile in appearance, it has the mysterious ability to
read the minds of humans. The pure of heart are met with
[NAME]'s approval, while those of ill nature earn only its loathing.",Fighting,
Rhydon,0112,Drill,"Rapidly rotates its horn to bore through bedrock. It swaggers
around volcanic regions, protected from the lava's heat by its
tough, armorlike hide.",Ground,Rock
Fuecoco,0909,Fire Croc,"Its flame sac is small, so energy is always leaking out. This energy is released from the dent atop [NAME]’s head and flickers to and fro.",Fire,
